game_id,game_date,home_team,away_team,period,clock,full_clock,team,player,event,x_coordinate,y_coordinate,x_coordinate_adv,y_coordinate_adv,player_2,x_coordinate_2,y_coordinate_2,x_coordinate_adv_2,y_coordinate_adv_2,detail_1,detail_2,detail_3,detail_4,rev_period,home_team_skaters,away_team_skaters,is_5v4,is_fo,is_5on5,is_in_att_zone,whos_attacking,adv_team,skater_adv_segment,play_segment,event_no,starts_with_oz_fo,wont_leave_zone
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1074,1074,Boston Pride,Tereza Vanisova,Play,171,78,171,78,Kaleigh Fratkin,128,59,128,59,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,7,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1074,3474,Olympic (Women) - Canada,Meghan Agosta,Puck Recovery,128,5,128,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,2,1,15,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1074,2274,Olympic (Women) - Canada,Rebecca Johnston,Puck Recovery,175,6,25,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - Finland,87,2,6,TRUE,FALSE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1073,2273,Boston Pride,Carlee Turner,Play,192,74,192,74,Lauren Kelly,136,74,136,74,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,49,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1072,1072,Boston Pride,Kaleigh Fratkin,Play,129,57,129,57,Tereza Vanisova,171,82,171,82,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,8,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1072,2272,Olympic (Women) - Canada,Rebecca Johnston,Play,153,6,47,79,Jocelyne Larocque,94,7,106,78,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - Finland,87,2,7,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1072,2272,Olympic (Women) - Finland,Michelle Karvinen,Zone Entry,125,39,125,39,Lee Stecklein,NA,NA,NA,NA,Carried,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,92,1,41,TRUE,FALSE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1071,2271,Minnesota Whitecaps,Sydney Baldwin,Puck Recovery,5,21,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Metropolitan Riveters,Minnesota Whitecaps,140,2,5,TRUE,FALSE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1071,2271,Boston Pride,Lauren Kelly,Shot,151,79,151,79,NA,NA,NA,NA,NA,Snapshot,On Net,TRUE,FALSE,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,50,TRUE,FALSE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1070,2270,Minnesota Whitecaps,Sydney Baldwin,Play,5,17,5,17,Stephanie Anderson,3,36,3,36,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Metropolitan Riveters,Minnesota Whitecaps,140,2,6,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1070,1070,Boston Pride,Tereza Vanisova,Play,177,78,177,78,Samantha Davis,148,78,148,78,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,9,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1070,3470,Olympic (Women) - Canada,Meghan Agosta,Play,136,5,136,5,Brianne Jenner,190,20,190,20,Direct,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,2,1,16,TRUE,TRUE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1070,2270,Olympic (Women) - Finland,Michelle Karvinen,Shot,172,19,172,19,NA,NA,NA,NA,NA,Wristshot,On Net,TRUE,FALSE,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,92,1,42,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1069,1069,Boston Pride,Samantha Davis,Play,154,71,154,71,Tereza Vanisova,177,82,177,82,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,10,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1069,2269,Buffalo Beauts,Jordan Juron,Faceoff Win,31,20,169,65,Lexie Laing,NA,NA,NA,NA,Forehand,NA,NA,NA,2,4,5,TRUE,TRUE,FALSE,TRUE,Boston Pride,Boston Pride,196,2,1,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1069,2269,Olympic (Women) - Canada,Jocelyne Larocque,Dump In/Out,104,9,96,76,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Finland,87,2,8,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1068,2268,Olympic (Women) - United States,Alex Carpenter,Puck Recovery,14,50,186,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,92,1,43,TRUE,FALSE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1067,2267,Buffalo Beauts,Dominique Kremer,Puck Recovery,7,32,193,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,2,2,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1067,3467,Olympic (Women) - Canada,Brianne Jenner,Incomplete Play,190,20,190,20,Sarah Nurse,168,34,168,34,Direct,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,2,1,17,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1067,2267,Olympic (Women) - Finland,Noora Raty,Puck Recovery,17,41,17,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - Finland,87,2,9,TRUE,FALSE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1066,2266,Minnesota Whitecaps,Stephanie Anderson,Play,17,65,17,65,Meghan Lorence,76,73,76,73,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Metropolitan Riveters,Minnesota Whitecaps,140,2,7,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1066,1066,Boston Pride,Tereza Vanisova,Play,151,66,151,66,Kaleigh Fratkin,132,33,132,33,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,11,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1066,2266,Buffalo Beauts,Dominique Kremer,Dump In/Out,7,32,193,53,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,2,3,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1066,2266,Olympic (Women) - Finland,Noora Raty,Play,16,37,16,37,Susanna Tapani,14,36,14,36,Indirect,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Canada,Olympic (Women) - Finland,87,2,10,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,2,1065,2265,Toronto Six,Shiann Darkangelo,Faceoff Win,169,20,169,20,Carlee Turner,NA,NA,NA,NA,Backhand,NA,NA,NA,2,5,4,TRUE,TRUE,FALSE,TRUE,Toronto Six,Toronto Six,146,1,1,TRUE,TRUE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1065,1065,Boston Pride,Kaleigh Fratkin,Play,132,33,132,33,Tereza Vanisova,137,73,137,73,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,12,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1065,2265,Olympic (Women) - Canada,Melodie Daoust,Faceoff Win,31,21,169,64,Noora Tulus,NA,NA,NA,NA,Backhand,NA,NA,NA,2,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,87,3,1,TRUE,TRUE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,2,1064,2264,Toronto Six,Sarah Steele,Puck Recovery,134,6,134,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,146,1,2,TRUE,TRUE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1064,2264,Minnesota Whitecaps,Meghan Lorence,Zone Entry,125,45,125,45,Rebecca Morse,NA,NA,NA,NA,Carried,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,140,2,8,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1064,1064,Boston Pride,Tereza Vanisova,Play,137,73,137,73,Kaleigh Fratkin,135,34,135,34,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,13,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1064,2264,Boston Pride,Taylor Turnquist,Puck Recovery,129,2,129,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,2,4,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1064,3464,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Puck Recovery,40,14,160,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,2,1,18,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1063,3463,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Dump In/Out,51,4,149,81,NA,NA,NA,NA,NA,Lost,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,2,1,19,TRUE,FALSE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1063,2263,Olympic (Women) - Canada,Erin Ambrose,Puck Recovery,1,25,199,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,87,3,2,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1063,2263,Olympic (Women) - Canada,Erin Ambrose,Incomplete Play,1,25,199,60,Rebecca Johnston,57,80,143,5,Indirect,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,87,3,3,TRUE,TRUE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1063,2263,Olympic (Women) - United States,Alex Carpenter,Play,36,5,164,80,Kelly Pannek,69,3,131,82,Indirect,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,92,1,44,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,2,1062,2262,Toronto Six,Sarah Steele,Play,134,19,134,19,Brooke Boquist,128,78,128,78,Indirect,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,146,1,3,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1062,2262,Boston Pride,Taylor Turnquist,Incomplete Play,129,2,129,2,Samantha Davis,182,5,182,5,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,2,5,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1062,3462,Olympic (Women) - Canada,Brigette Lacquette,Puck Recovery,120,81,120,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Canada,2,1,20,TRUE,FALSE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,2,1062,2262,Olympic (Women) - United States,Brianna Decker,Faceoff Win,169,20,169,20,Emily Clark,NA,NA,NA,NA,Forehand,NA,NA,NA,2,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,36,1,1,TRUE,TRUE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1061,2261,Minnesota Whitecaps,Meghan Lorence,Play,152,33,152,33,Nina Rodgers,190,22,190,22,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,140,2,9,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1061,2261,Olympic (Women) - United States,Kelly Pannek,Zone Entry,126,11,74,74,Jenni Hiirikoski,NA,NA,NA,NA,Carried,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Finland,92,1,45,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1060,1060,Boston Pride,Kaleigh Fratkin,Play,133,59,133,59,Taylor Wenczkowski,143,34,143,34,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,14,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,2,1060,2260,Olympic (Women) - United States,Kendall Coyne Schofield,Puck Recovery,168,1,168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,36,1,2,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1060,2260,Olympic (Women) - Finland,Jenni Hiirikoski,Takeaway,142,2,142,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,87,3,4,TRUE,TRUE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,2,1059,2259,Toronto Six,Brooke Boquist,Play,131,80,131,80,Breanne Wilson-Bennett,156,2,156,2,Indirect,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,146,1,4,TRUE,TRUE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1059,2259,Minnesota Whitecaps,Nina Rodgers,Play,195,24,195,24,Meghan Lorence,195,56,195,56,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,140,2,10,TRUE,FALSE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1059,2259,Buffalo Beauts,Whitney Dove,Puck Recovery,1,35,199,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,2,6,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1059,3459,Olympic (Women) - Canada,Brigette Lacquette,Play,109,75,109,75,Natalie Spooner,123,65,123,65,Direct,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Canada,2,1,21,TRUE,FALSE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,2,1059,2259,Olympic (Women) - United States,Kendall Coyne Schofield,Play,165,1,165,1,Brianna Decker,159,0,159,0,Indirect,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,36,1,3,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1058,2258,Buffalo Beauts,Whitney Dove,Dump In/Out,2,34,198,51,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,2,7,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1058,1058,Olympic (Women) - Canada,Melodie Daoust,Faceoff Win,169,20,169,20,Riikka Sallinen,NA,NA,NA,NA,Backhand,NA,NA,NA,1,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,16,1,1,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,2,1058,2258,Olympic (Women) - United States,Brianna Decker,Play,151,1,151,1,Kacey Bellamy,130,4,130,4,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,36,1,4,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1058,2258,Olympic (Women) - Finland,Jenni Hiirikoski,Play,151,2,151,2,Michelle Karvinen,192,19,192,19,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,87,3,5,TRUE,TRUE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1057,2257,Minnesota Whitecaps,Meghan Lorence,Play,194,63,194,63,Haley Mack,194,63,194,63,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,140,2,11,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1057,3457,Olympic (Women) - Canada,Natalie Spooner,Zone Entry,125,64,125,64,Maria Batalova,NA,NA,NA,NA,Carried,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,2,1,22,TRUE,FALSE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1057,1057,Olympic (Women) - Canada,Laura Fortino,Puck Recovery,147,7,147,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,16,1,2,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1057,1057,Olympic (Women) - Canada,Laura Fortino,Play,140,15,140,15,Marie-Philip Poulin,136,59,136,59,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,16,1,3,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,2,1057,2257,Olympic (Women) - United States,Kacey Bellamy,Play,132,18,132,18,Sidney Morin,132,67,132,67,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,36,1,5,TRUE,TRUE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1056,1056,Boston Pride,Taylor Wenczkowski,Play,162,73,162,73,Tereza Vanisova,165,82,165,82,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,15,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1056,3456,Olympic (Women) - Olympic Athletes from Russia,Yevgenia Dyupina,Puck Recovery,52,42,148,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,2,1,23,TRUE,FALSE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,2,1056,2256,Olympic (Women) - United States,Sidney Morin,Shot,136,71,136,71,NA,NA,NA,NA,NA,Wristshot,Blocked,TRUE,FALSE,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,36,1,6,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,2,1056,2256,Olympic (Women) - Canada,Meaghan Mikkelson,Puck Recovery,24,38,176,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,36,1,7,TRUE,TRUE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1055,2255,Minnesota Whitecaps,Haley Mack,Play,189,66,189,66,Meghan Lorence,167,74,167,74,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,140,2,12,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1054,1054,Boston Pride,Tereza Vanisova,Play,144,69,144,69,Kaleigh Fratkin,138,79,138,79,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,3,16,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1054,1054,Olympic (Women) - Canada,Marie-Philip Poulin,Incomplete Play,141,63,141,63,Rebecca Johnston,167,31,167,31,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,16,1,4,TRUE,TRUE
17583Olympic (Women) - United StatesOlympic (Women) - Canada,2018-02-21,Olympic (Women) - United States,Olympic (Women) - Canada,2,1054,2254,Olympic (Women) - Canada,Meaghan Mikkelson,Play,33,38,167,47,Laura Stacey,49,39,151,46,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,36,1,8,TRUE,TRUE
17992Olympic (Women) - United StatesOlympic (Women) - Canada,2019-04-06,Olympic (Women) - United States,Olympic (Women) - Canada,3,1054,1054,Olympic (Women) - United States,Brianna Decker,Faceoff Win,169,64,169,64,Brianne Jenner,NA,NA,NA,NA,Backhand,NA,NA,NA,1,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,79,1,1,TRUE,TRUE
17999Olympic (Women) - FinlandOlympic (Women) - Canada,2019-04-13,Olympic (Women) - Finland,Olympic (Women) - Canada,2,1054,2254,Olympic (Women) - Finland,Michelle Karvinen,Play,180,6,180,6,Jenni Hiirikoski,130,4,130,4,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,87,3,6,TRUE,TRUE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,2,1053,2253,Toronto Six,Breanne Wilson-Bennett,Play,156,2,156,2,Shiann Darkangelo,185,7,185,7,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Toronto Six,Toronto Six,146,1,5,TRUE,TRUE
18653Metropolitan RivetersMinnesota Whitecaps,2021-01-26,Metropolitan Riveters,Minnesota Whitecaps,2,1053,2253,Minnesota Whitecaps,Meghan Lorence,Play,160,80,160,80,Sydney Baldwin,131,51,131,51,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,140,2,13,TRUE,FALSE
